17306-GrossMarginbyDay-2018-07-01-2018-12-31
Date,Day of the Week,Bill Count,Voids,Gross Sales,Discounts,Net Sales,Menu Item Cost,Labor Cost,Margin
2018-08-11,Saturday,111,$206.00,"$6,730.00",$141.00,"$6,589.00",$0.00,"$1,107.28","$5,481.72"
2018-08-12,Sunday,97,$164.00,"$4,475.00",$0.00,"$4,475.00",$0.00,$929.36,"$3,545.64"
2018-08-13,Monday,56,$51.00,"$2,817.00",$147.00,"$2,670.00",$0.00,"$1,129.62","$1,540.38"
2018-08-14,Tuesday,68,$33.00,"$3,225.00",$0.00,"$3,225.00",$0.00,$858.35,"$2,366.65"
2018-08-15,Wednesday,52,$20.00,"$2,961.00",$139.00,"$2,822.00",$0.00,$798.57,"$2,023.43"
2018-08-16,Thursday,75,$163.00,"$4,768.00",$119.00,"$4,649.00",$0.00,$858.74,"$3,790.26"
2018-08-17,Friday,82,$221.00,"$4,257.00",$148.00,"$4,109.00",$0.00,"$1,033.19","$3,075.81"
2018-08-18,Saturday,111,$377.00,"$6,184.00",$158.50,"$6,025.50",$0.00,"$1,188.25","$4,837.25"
2018-08-19,Sunday,93,$235.00,"$5,082.00",$51.40,"$5,030.60",$0.00,$789.56,"$4,241.04"
2018-08-20,Monday,77,$134.00,"$3,982.00",$57.00,"$3,925.00",$0.00,"$1,124.46","$2,800.54"
2018-08-21,Tuesday,60,$196.00,"$3,243.00",$0.00,"$3,243.00",$0.00,$735.80,"$2,507.20"
2018-08-22,Wednesday,82,$62.00,"$4,323.00",$0.00,"$4,323.00",$0.00,$943.52,"$3,379.48"
2018-08-23,Thursday,110,$134.00,"$5,138.00",$14.00,"$5,124.00",$0.00,"$1,235.80","$3,888.20"
2018-08-24,Friday,129,$145.00,"$6,526.00",$14.00,"$6,512.00",$0.00,"$1,246.74","$5,265.26"
2018-08-25,Saturday,148,$177.00,"$7,913.00",$0.00,"$7,913.00",$0.00,"$1,166.84","$6,746.16"
2018-08-26,Sunday,93,$267.00,"$4,245.00",$20.00,"$4,225.00",$0.00,$803.49,"$3,421.51"
2018-08-27,Monday,65,$22.00,"$2,795.00",$45.00,"$2,750.00",$0.00,$832.30,"$1,917.70"
2018-08-28,Tuesday,87,$117.00,"$4,105.00",$0.00,"$4,105.00",$0.00,"$1,003.67","$3,101.33"
2018-08-29,Wednesday,72,$45.00,"$2,885.00",$50.00,"$2,835.00",$0.00,$961.69,"$1,873.31"
2018-08-30,Thursday,98,$285.00,"$4,655.01",$42.50,"$4,612.51",$0.00,"$1,130.70","$3,481.81"
2018-08-31,Friday,107,$139.00,"$5,718.00",$0.00,"$5,718.00",$0.00,"$1,349.93","$4,368.07"
2018-09-01,Saturday,148,$386.00,"$7,471.00",$67.00,"$7,404.00",$0.00,"$1,152.29","$6,251.71"
2018-09-02,Sunday,110,$127.00,"$6,050.00",$118.50,"$5,931.50",$0.00,"$1,140.73","$4,790.77"
2018-09-03,Monday,55,$69.00,"$3,033.00",$0.00,"$3,033.00",$0.00,"$1,014.81","$2,018.19"
2018-09-04,Tuesday,52,$15.00,"$2,777.00",$0.00,"$2,777.00",$0.00,$921.03,"$1,855.97"
2018-09-05,Wednesday,53,$146.00,"$3,844.00",$0.00,"$3,844.00",$0.00,$955.27,"$2,888.73"
2018-09-06,Thursday,86,$279.00,"$4,325.00",$2.40,"$4,322.60",$0.00,"$1,361.98","$2,960.62"
2018-09-07,Friday,106,$142.00,"$5,965.00",$0.00,"$5,965.00",$0.00,"$1,031.29","$4,933.71"
2018-09-08,Saturday,128,$117.00,"$6,417.00",$24.25,"$6,392.75",$0.00,"$1,198.54","$5,194.21"
2018-09-09,Sunday,70,$102.00,"$2,891.00",$20.00,"$2,871.00",$0.00,"$1,029.15","$1,841.85"
2018-09-10,Monday,57,$78.00,"$3,038.00",$0.00,"$3,038.00",$0.00,$674.00,"$2,364.00"
2018-09-11,Tuesday,58,$87.00,"$2,545.00",$0.00,"$2,545.00",$0.00,"$1,384.77","$1,160.23"
2018-09-12,Wednesday,82,$248.00,"$4,428.00",$82.50,"$4,345.50",$0.00,"$1,147.69","$3,197.81"
2018-09-13,Thursday,113,$100.00,"$5,594.00",$101.60,"$5,492.40",$0.00,"$1,480.72","$4,011.68"
2018-09-14,Friday,115,$225.00,"$6,368.00",$46.00,"$6,322.00",$0.00,"$1,288.40","$5,033.60"
2018-09-15,Saturday,192,$188.00,"$9,567.00",$0.00,"$9,567.00",$0.00,"$1,870.66","$7,696.34"
2018-09-16,Sunday,138,$351.00,"$6,227.00",$144.40,"$6,082.60",$0.00,"$1,114.59","$4,968.01"
2018-09-17,Monday,51,$117.00,"$2,667.00",$116.00,"$2,551.00",$0.00,$855.95,"$1,695.05"
2018-09-18,Tuesday,77,$100.00,"$3,199.00",$57.25,"$3,141.75",$0.00,$974.53,"$2,167.22"
2018-09-19,Wednesday,77,$268.00,"$4,008.00",$21.78,"$3,986.22",$0.00,"$1,178.88","$2,807.34"
2018-09-20,Thursday,70,$236.00,"$3,185.00",$41.00,"$3,144.00",$12.00,"$1,267.07","$1,864.93"
2018-09-21,Friday,135,$104.00,"$6,310.00",$21.00,"$6,289.00",$144.00,"$1,325.63","$4,819.37"
2018-09-22,Saturday,144,$284.00,"$7,981.00",$22.15,"$7,958.85",$120.00,"$1,789.71","$6,049.14"
2018-09-23,Sunday,113,$314.00,"$4,921.00",$0.00,"$4,921.00",$36.00,"$1,104.51","$3,780.49"
2018-09-24,Monday,49,$122.00,"$2,912.00",$0.00,"$2,912.00",$60.00,"$1,017.13","$1,834.87"
2018-09-25,Tuesday,41,$12.00,"$2,457.00",$0.00,"$2,457.00",$12.00,"$1,402.13","$1,042.87"
2018-09-26,Wednesday,60,$62.00,"$3,401.00",$16.00,"$3,385.00",$60.00,"$1,079.58","$2,245.42"
2018-09-27,Thursday,85,$220.00,"$4,394.00",$77.00,"$4,317.00",$108.00,"$1,136.97","$3,072.03"
2018-09-28,Friday,115,$117.00,"$6,242.00",$73.00,"$6,169.00",$36.00,"$1,175.36","$4,957.64"
2018-09-29,Saturday,145,$219.00,"$7,797.00",$0.00,"$7,797.00",$84.00,"$1,589.85","$6,123.15"
2018-09-30,Sunday,106,$169.00,"$4,652.00",$36.00,"$4,616.00",$60.00,"$1,146.76","$3,409.24"
2018-10-01,Monday,55,$45.00,"$3,318.00",$0.00,"$3,318.00",$48.00,$876.29,"$2,393.71"
2018-10-02,Tuesday,67,$170.00,"$3,275.00",$0.00,"$3,275.00",$72.00,"$1,013.37","$2,189.63"
2018-10-03,Wednesday,55,$46.00,"$2,560.00",$25.50,"$2,534.50",$0.00,"$1,098.16","$1,436.34"
2018-10-04,Thursday,66,$32.00,"$4,627.00",$153.00,"$4,474.00",$60.00,"$1,365.72","$3,048.28"
2018-10-05,Friday,104,$183.00,"$5,295.00",$0.00,"$5,295.00",$36.00,"$1,366.56","$3,892.44"
2018-10-06,Saturday,135,$289.00,"$7,341.00",$0.00,"$7,341.00",$72.00,"$1,561.57","$5,707.43"
2018-10-07,Sunday,117,$167.00,"$6,140.00",$53.00,"$6,087.00",$108.00,"$1,571.30","$4,407.70"
2018-10-08,Monday,49,$46.00,"$2,816.00",$0.00,"$2,816.00",$60.00,$841.56,"$1,914.44"
2018-10-09,Tuesday,43,$144.00,"$2,610.00",$69.50,"$2,540.50",$24.00,$989.26,"$1,527.24"
2018-10-10,Wednesday,82,$0.00,"$4,303.00",$17.50,"$4,285.50",$24.00,$866.17,"$3,395.33"
2018-10-11,Thursday,59,$16.00,"$4,636.00",$0.00,"$4,636.00",$12.00,$957.44,"$3,666.56"
2018-10-12,Friday,133,$195.00,"$6,431.00",$0.00,"$6,431.00",$204.00,"$1,275.89","$4,951.11"
2018-10-13,Saturday,138,$252.00,"$7,535.00",$0.00,"$7,535.00",$132.00,"$1,535.72","$5,867.28"
2018-10-14,Sunday,114,$391.00,"$6,266.00",$237.00,"$6,029.00",$60.00,"$1,191.45","$4,777.55"
2018-10-15,Monday,60,$122.00,"$3,095.01",$246.00,"$2,849.01",$60.00,$798.00,"$1,991.01"
2018-10-16,Tuesday,64,$99.00,"$2,815.00",$77.00,"$2,738.00",$108.00,$868.25,"$1,761.75"
2018-10-17,Wednesday,59,$86.00,"$2,883.00",$0.00,"$2,883.00",$108.00,$894.45,"$1,880.55"
2018-10-18,Thursday,89,$193.00,"$4,866.00",$23.00,"$4,843.00",$108.00,$863.34,"$3,871.66"
2018-10-19,Friday,118,$190.00,"$6,496.00",$9.50,"$6,486.50",$120.00,"$1,123.44","$5,243.06"
2018-10-20,Saturday,127,$322.00,"$7,107.00",$0.00,"$7,107.00",$96.00,"$1,564.78","$5,446.22"
2018-10-21,Sunday,104,$203.00,"$4,983.00",$53.00,"$4,930.00",$48.00,"$1,159.78","$3,722.22"
2018-10-22,Monday,57,$35.00,"$3,335.00",$18.00,"$3,317.00",$48.00,$843.61,"$2,425.39"
2018-10-23,Tuesday,77,$183.00,"$4,269.00",$191.00,"$4,078.00",$60.00,$737.72,"$3,280.28"
2018-10-24,Wednesday,51,$132.00,"$3,253.00",$0.00,"$3,253.00",$60.00,$862.75,"$2,330.25"
2018-10-25,Thursday,74,$135.00,"$3,798.00",$38.00,"$3,760.00",$72.00,"$1,101.78","$2,586.22"
2018-10-26,Friday,120,$258.00,"$6,104.00",$75.00,"$6,029.00",$36.00,"$1,362.70","$4,630.30"
2018-10-27,Saturday,126,$89.00,"$6,439.00",$196.00,"$6,243.00",$96.00,"$1,448.51","$4,698.49"
2018-10-28,Sunday,99,$230.00,"$4,786.00",$0.00,"$4,786.00",$108.00,"$1,493.81","$3,184.19"
2018-10-29,Monday,44,$20.00,"$1,912.00",$0.00,"$1,912.00",$0.00,$755.27,"$1,156.73"
2018-10-30,Tuesday,65,$88.00,"$3,017.00",$0.00,"$3,017.00",$48.00,$809.28,"$2,159.72"
2018-10-31,Wednesday,96,$132.00,"$4,700.00",$5.20,"$4,694.80",$156.00,$949.21,"$3,589.59"
2018-11-01,Thursday,80,$173.00,"$4,382.00",$21.80,"$4,360.20",$108.00,$998.34,"$3,253.86"
2018-11-02,Friday,113,$211.00,"$5,412.01",$10.50,"$5,401.51",$120.00,"$1,020.08","$4,261.43"
2018-11-03,Saturday,137,$281.00,"$7,262.00",$42.50,"$7,219.50",$96.00,"$1,492.67","$5,630.83"
2018-11-04,Sunday,116,$224.00,"$5,329.00",$0.00,"$5,329.00",$132.00,"$1,429.07","$3,767.93"
2018-11-05,Monday,60,$170.00,"$2,969.00",$0.00,"$2,969.00",$12.00,$789.46,"$2,167.54"
2018-11-06,Tuesday,65,$257.00,"$3,039.01",$165.50,"$2,873.51",$48.00,$865.92,"$1,959.59"
2018-11-07,Wednesday,66,$48.00,"$3,396.00",$10.00,"$3,386.00",$12.00,$833.33,"$2,540.67"
2018-11-08,Thursday,59,$96.00,"$2,706.50",$9.00,"$2,697.50",$48.00,$792.50,"$1,857.00"
2018-11-09,Friday,93,$219.00,"$5,104.50",$71.00,"$5,033.50",$120.00,"$1,016.28","$3,897.22"
2018-11-10,Saturday,147,$179.00,"$7,748.00",$18.00,"$7,730.00",$180.00,"$1,315.22","$6,234.78"
2018-11-11,Sunday,103,$148.00,"$5,015.50",$17.20,"$4,998.30",$156.00,"$1,201.02","$3,641.28"
2018-11-12,Monday,52,$64.00,"$2,842.00",$0.00,"$2,842.00",$120.00,$708.63,"$2,013.37"
2018-11-13,Tuesday,61,$81.00,"$3,113.00",$0.00,"$3,113.00",$84.00,$846.25,"$2,182.75"
2018-11-14,Wednesday,50,$49.00,"$2,547.00",$0.00,"$2,547.00",$552.00,$936.96,"$1,058.04"
2018-11-15,Thursday,37,$0.00,"$2,468.00",$0.00,"$2,468.00",$420.00,$880.09,"$1,167.91"
2018-11-16,Friday,125,$158.00,"$6,403.00",$120.10,"$6,282.90",$368.00,"$1,221.58","$4,693.32"
2018-11-17,Saturday,145,$212.00,"$7,600.00",$74.00,"$7,526.00",$474.00,"$1,428.30","$5,623.70"
2018-11-18,Sunday,97,$164.00,"$4,337.00",$0.00,"$4,337.00",$213.00,"$1,158.28","$2,965.72"
2018-11-19,Monday,82,$152.00,"$3,504.00",$20.00,"$3,484.00",$306.00,$929.11,"$2,248.89"
2018-11-20,Tuesday,65,$187.00,"$4,034.00",$0.00,"$4,034.00",$162.00,$648.50,"$3,223.50"
2018-11-21,Wednesday,46,$54.00,"$2,825.00",$0.00,"$2,825.00",$82.00,$862.82,"$1,880.18"
2018-11-22,Thursday,21,$41.00,"$1,068.00",$0.00,"$1,068.00",$36.00,$858.73,$173.27
2018-11-23,Friday,60,$61.00,"$4,529.00",$0.00,"$4,529.00",$36.00,"$1,170.46","$3,322.54"
2018-11-24,Saturday,90,$200.00,"$5,625.00",$46.10,"$5,578.90",$268.00,"$1,435.13","$3,875.77"
2018-11-25,Sunday,68,$324.00,"$3,529.00",$70.50,"$3,458.50",$108.00,$942.91,"$2,407.59"
2018-11-26,Monday,41,$81.00,"$1,976.00",$22.50,"$1,953.50",$36.00,$814.30,"$1,103.20"
2018-11-27,Tuesday,49,$34.00,"$2,553.00",$11.50,"$2,541.50",$96.00,$827.53,"$1,617.97"
2018-11-28,Wednesday,61,$37.00,"$3,422.00",$0.00,"$3,422.00",$120.00,$858.23,"$2,443.77"
2018-11-29,Thursday,74,$48.00,"$4,002.00",$24.00,"$3,978.00",$120.00,"$1,086.29","$2,771.71"
2018-11-30,Friday,105,$176.00,"$5,519.00",$0.00,"$5,519.00",$240.00,"$1,234.90","$4,044.10"
2018-12-01,Saturday,136,$114.00,"$6,856.00",$123.50,"$6,732.50",$454.00,"$1,620.90","$4,657.60"
2018-12-02,Sunday,80,$59.00,"$4,407.00",$35.00,"$4,372.00",$96.00,"$1,343.18","$2,932.82"
2018-12-03,Monday,51,$158.00,"$2,725.00",$0.00,"$2,725.00",$142.00,$773.48,"$1,809.52"
2018-12-04,Tuesday,54,$104.00,"$2,907.00",$0.00,"$2,907.00",$24.00,$827.75,"$2,055.25"
2018-12-05,Wednesday,69,$106.00,"$3,901.00",$57.00,"$3,844.00",$228.00,$763.72,"$2,852.28"
2018-12-06,Thursday,67,$35.00,"$4,043.00",$0.00,"$4,043.00",$120.00,$964.57,"$2,958.43"
2018-12-07,Friday,103,$160.00,"$5,286.00",$0.00,"$5,286.00",$152.00,"$1,136.97","$3,997.03"
2018-12-08,Saturday,111,$329.00,"$7,927.00",$0.00,"$7,927.00",$404.00,"$1,409.74","$6,113.26"
2018-12-09,Sunday,92,$63.00,"$4,409.00",$15.60,"$4,393.40",$404.00,"$1,374.46","$2,614.94"
2018-12-10,Monday,45,$518.00,"$2,498.00",$0.00,"$2,498.00",$120.00,"$1,045.71","$1,332.29"
2018-12-11,Tuesday,54,$137.00,"$4,037.00",$0.00,"$4,037.00",$84.00,$872.89,"$3,080.11"
2018-12-12,Wednesday,74,$130.00,"$4,162.00",$0.00,"$4,162.00",$70.00,$913.89,"$3,178.11"
2018-12-13,Thursday,62,$214.00,"$3,792.00",$47.50,"$3,744.50",$238.00,"$1,289.25","$2,217.25"
2018-12-14,Friday,111,$255.00,"$5,938.00",$128.96,"$5,809.04",$270.00,"$1,185.43","$4,353.61"
2018-12-15,Saturday,154,$143.00,"$8,954.01",$84.50,"$8,869.51",$222.00,"$1,400.03","$7,247.48"
2018-12-16,Sunday,98,$318.00,"$5,525.00",$85.90,"$5,439.10",$72.00,"$1,143.38","$4,223.72"
2018-12-17,Monday,73,$79.00,"$3,712.00",$90.25,"$3,621.75",$24.00,$821.68,"$2,776.07"
2018-12-18,Tuesday,68,$78.00,"$3,631.00",$110.00,"$3,521.00",$60.00,$683.70,"$2,777.30"
2018-12-19,Wednesday,55,$164.00,"$2,893.00",$58.00,"$2,835.00",$24.00,$573.79,"$2,237.21"
2018-12-20,Thursday,87,$61.00,"$4,867.00",$89.50,"$4,777.50",$24.00,$834.05,"$3,919.45"
2018-12-21,Friday,83,$159.00,"$4,305.00",$0.00,"$4,305.00",$0.00,$824.42,"$3,480.58"
2018-12-22,Saturday,91,$173.00,"$5,369.00",$167.00,"$5,202.00",$116.00,"$1,736.28","$3,349.72"
2018-12-23,Sunday,79,$135.00,"$4,143.00",$6.75,"$4,136.25",$36.00,"$1,312.85","$2,787.40"
2018-12-24,Monday,38,$86.00,"$2,680.00",$19.50,"$2,660.50",$0.00,$743.12,"$1,917.38"
2018-12-26,Wednesday,61,$86.00,"$4,114.00",$0.00,"$4,114.00",$0.00,"$1,025.14","$3,088.86"
2018-12-27,Thursday,76,$89.00,"$4,706.00",$6.60,"$4,699.40",$114.00,$696.53,"$3,888.87"
2018-12-28,Friday,82,$100.00,"$4,895.00",$10.00,"$4,885.00",$72.00,$833.36,"$3,979.64"
2018-12-29,Saturday,111,$124.00,"$6,307.00",$0.00,"$6,307.00",$212.00,"$1,244.73","$4,850.27"
2018-12-30,Sunday,94,$227.00,"$5,393.00",$10.10,"$5,382.90",$48.00,"$1,142.10","$4,192.80"
2018-12-31,Monday,72,$123.00,"$4,845.00",$0.00,"$4,845.00",$84.00,"$1,187.05","$3,573.95"
REPORT SUMMARY (183 entries),"",15880,"$26,587.00","$838,642.62","$7,194.30","$831,448.32","$11,763.00","$195,987.87","$623,697.45"
