17306-GrossMarginbyDay-2019-07-01-2019-12-31
Date,Day of the Week,Bill Count,Voids,Gross Sales,Discounts,Net Sales,Menu Item Cost,Labor Cost,Margin
2019-08-13,Tuesday,46,$125.00,"$2,483.00",$136.50,"$2,346.50",$12.00,$968.75,"$1,365.75"
2019-08-14,Wednesday,71,$41.00,"$3,949.50",$77.00,"$3,872.50",$36.00,"$1,197.33","$2,639.17"
2019-08-15,Thursday,69,$96.50,"$4,230.00",$115.00,"$4,115.00",$96.00,$964.58,"$3,054.42"
2019-08-16,Friday,115,$118.00,"$6,055.00",$7.35,"$6,047.65",$48.00,"$1,352.63","$4,647.02"
2019-08-17,Saturday,106,$145.00,"$6,453.50",$82.90,"$6,370.60",$96.00,"$1,697.50","$4,577.10"
2019-08-18,Sunday,79,$67.00,"$3,952.00",$11.25,"$3,940.75",$12.00,$995.24,"$2,933.51"
2019-08-19,Monday,53,$42.00,"$2,334.00",$29.00,"$2,305.00",$60.00,"$1,121.91","$1,123.09"
2019-08-20,Tuesday,49,$0.00,"$2,681.00",$17.05,"$2,663.95",$36.00,$847.28,"$1,780.67"
2019-08-21,Wednesday,81,$126.00,"$3,889.51",$22.50,"$3,867.01",$60.00,$989.88,"$2,817.13"
2019-08-22,Thursday,83,$28.00,"$4,132.00",$37.20,"$4,094.80",$162.00,"$1,048.26","$2,884.54"
2019-08-23,Friday,92,$75.00,"$5,179.00",$58.60,"$5,120.40",$60.00,$854.89,"$4,205.51"
2019-08-24,Saturday,146,$103.00,"$6,495.00",$11.50,"$6,483.50",$344.00,"$1,561.46","$4,578.04"
2019-08-25,Sunday,128,$152.00,"$5,787.00",$73.85,"$5,713.15",$0.00,"$1,068.06","$4,645.09"
2019-08-26,Monday,59,$49.00,"$3,450.50",$63.00,"$3,387.50",$70.00,$838.08,"$2,479.42"
2019-08-27,Tuesday,88,$260.01,"$4,369.00",$28.50,"$4,340.50",$24.00,$794.93,"$3,521.57"
2019-08-28,Wednesday,80,$109.00,"$4,507.00",$15.00,"$4,492.00",$12.00,"$1,227.55","$3,252.45"
2019-08-29,Thursday,79,$240.00,"$3,984.00",$10.50,"$3,973.50",$294.00,"$1,153.82","$2,525.68"
2019-08-30,Friday,95,$221.00,"$4,974.50",$10.50,"$4,964.00",$60.00,"$1,133.24","$3,770.76"
2019-08-31,Saturday,99,$210.00,"$6,246.00",$39.10,"$6,206.90",$246.00,"$1,353.52","$4,607.38"
2019-09-01,Sunday,103,$242.00,"$5,593.00",$92.50,"$5,500.50",$72.00,"$1,138.52","$4,289.98"
2019-09-02,Monday,50,$173.00,"$2,634.00",$0.00,"$2,634.00",$48.00,"$1,255.02","$1,330.98"
2019-09-03,Tuesday,51,$14.00,"$2,576.00",$12.50,"$2,563.50",$48.00,"$1,596.38",$919.12
2019-09-04,Wednesday,65,$48.00,"$3,732.00",$62.00,"$3,670.00",$214.00,$958.69,"$2,497.31"
2019-09-05,Thursday,64,$64.00,"$4,476.50",$0.00,"$4,476.50",$106.00,"$1,351.26","$3,019.24"
2019-09-06,Friday,77,$130.00,"$4,178.50",$10.00,"$4,168.50",$70.00,"$1,162.68","$2,935.82"
2019-09-07,Saturday,153,$162.00,"$7,959.00",$40.50,"$7,918.50",$318.00,"$1,471.36","$6,129.14"
2019-09-08,Sunday,128,$239.00,"$5,864.50",$42.00,"$5,822.50",$0.00,"$1,028.58","$4,793.92"
2019-09-09,Monday,74,$168.00,"$3,783.50",$55.50,"$3,728.00",$58.00,"$1,101.58","$2,568.42"
2019-09-10,Tuesday,71,$342.00,"$3,291.00",$29.45,"$3,261.55",$48.00,"$1,002.42","$2,211.13"
2019-09-11,Wednesday,68,$107.00,"$4,192.10",$67.50,"$4,124.60",$84.00,"$1,435.32","$2,605.28"
2019-09-12,Thursday,79,$79.00,"$3,682.50",$10.50,"$3,672.00",$184.00,"$1,183.35","$2,304.65"
2019-09-13,Friday,112,$216.50,"$6,799.00",$9.00,"$6,790.00",$130.00,"$1,355.79","$5,304.21"
2019-09-14,Saturday,156,$186.50,"$8,248.50",$32.50,"$8,216.00",$96.00,"$1,506.90","$6,613.10"
2019-09-15,Sunday,85,$262.00,"$4,047.00",$0.00,"$4,047.00",$72.00,"$1,120.14","$2,854.86"
2019-09-16,Monday,63,$88.00,"$3,200.00",$75.00,"$3,125.00",$228.00,"$1,138.58","$1,758.42"
2019-09-17,Tuesday,48,$57.00,"$2,600.00",$0.00,"$2,600.00",$154.00,"$1,502.88",$943.12
2019-09-18,Wednesday,60,$62.00,"$3,405.01",$0.00,"$3,405.01",$46.00,"$1,217.36","$2,141.65"
2019-09-19,Thursday,72,$47.00,"$3,784.00",$45.00,"$3,739.00",$0.00,"$1,204.46","$2,534.54"
2019-09-20,Friday,112,$259.00,"$6,407.00",$46.60,"$6,360.40",$142.00,"$1,610.71","$4,607.69"
2019-09-21,Saturday,144,$231.00,"$8,751.50",$63.50,"$8,688.00",$202.00,"$1,488.31","$6,997.69"
2019-09-22,Sunday,93,$51.00,"$4,456.00",$30.00,"$4,426.00",$78.00,"$1,170.66","$3,177.34"
2019-09-23,Monday,52,$198.00,"$2,581.00",$48.50,"$2,532.50",$24.00,"$1,153.83","$1,354.67"
2019-09-24,Tuesday,69,$21.00,"$3,482.00",$33.50,"$3,448.50",$48.00,"$1,233.18","$2,167.32"
2019-09-25,Wednesday,62,$21.00,"$2,756.00",$34.50,"$2,721.50",$164.00,"$1,256.48","$1,301.02"
2019-09-26,Thursday,73,$131.00,"$3,680.00",$11.50,"$3,668.50",$12.00,"$1,341.08","$2,315.42"
2019-09-27,Friday,120,$95.00,"$6,935.00",$10.50,"$6,924.50",$36.00,"$1,819.92","$5,068.58"
2019-09-28,Saturday,108,$161.00,"$5,920.00",$0.00,"$5,920.00",$72.00,"$1,792.74","$4,055.26"
2019-09-29,Sunday,73,$266.00,"$4,363.00",$61.50,"$4,301.50",$36.00,"$1,029.59","$3,235.91"
2019-09-30,Monday,33,$0.00,"$1,537.00",$46.75,"$1,490.25",$82.00,"$1,014.17",$394.08
2019-10-01,Tuesday,57,$43.00,"$2,366.60",$12.63,"$2,353.97",$94.00,"$1,295.83",$964.14
2019-10-02,Wednesday,73,$135.00,"$3,548.00",$11.50,"$3,536.50",$0.00,"$1,232.27","$2,304.23"
2019-10-03,Thursday,70,$56.00,"$3,394.00",$0.00,"$3,394.00",$60.00,"$1,274.21","$2,059.79"
2019-10-04,Friday,111,$131.00,"$5,974.50",$53.00,"$5,921.50",$386.00,"$1,239.85","$4,295.65"
2019-10-05,Saturday,148,$196.00,"$8,185.50",$10.80,"$8,174.70",$140.00,"$1,670.02","$6,364.68"
2019-10-06,Sunday,90,$148.00,"$4,675.00",$41.90,"$4,633.10",$36.00,"$1,276.31","$3,320.79"
2019-10-07,Monday,44,$61.00,"$2,124.00",$5.00,"$2,119.00",$24.00,"$1,097.21",$997.79
2019-10-08,Tuesday,39,$21.00,"$2,045.00",$0.00,"$2,045.00",$0.00,$981.06,"$1,063.94"
2019-10-09,Wednesday,49,$59.00,"$2,665.00",$0.00,"$2,665.00",$0.00,"$1,165.28","$1,499.72"
2019-10-10,Thursday,78,$34.00,"$3,939.00",$68.00,"$3,871.00",$264.00,"$1,638.77","$1,968.23"
2019-10-11,Friday,110,$155.00,"$6,158.50",$44.20,"$6,114.30",$0.00,"$1,358.10","$4,756.20"
2019-10-12,Saturday,158,$225.00,"$8,578.00",$14.60,"$8,563.40",$186.00,"$1,618.26","$6,759.14"
2019-10-13,Sunday,116,$279.50,"$6,516.00",$29.00,"$6,487.00",$148.00,"$1,383.37","$4,955.63"
2019-10-14,Monday,52,$62.00,"$3,083.00",$11.50,"$3,071.50",$84.00,$929.85,"$2,057.65"
2019-10-15,Tuesday,53,$66.00,"$2,969.50",$21.50,"$2,948.00",$36.00,"$1,196.36","$1,715.64"
2019-10-16,Wednesday,40,"$6,123.00","$3,036.50",$25.00,"$3,011.50",$36.00,"$1,424.11","$1,551.39"
2019-10-17,Thursday,75,$171.00,"$3,988.50",$9.50,"$3,979.00",$0.00,"$1,334.41","$2,644.59"
2019-10-18,Friday,97,$264.00,"$5,315.00",$22.00,"$5,293.00",$0.00,"$1,142.00","$4,151.00"
2019-10-19,Saturday,137,$170.00,"$7,857.55",$0.00,"$7,857.55",$82.00,"$1,529.64","$6,245.91"
2019-10-20,Sunday,78,$153.00,"$4,564.00",$83.10,"$4,480.90",$0.00,"$1,153.74","$3,327.16"
2019-10-21,Monday,59,$0.00,"$3,198.50",$119.00,"$3,079.50",$222.00,"$1,053.86","$1,803.64"
2019-10-22,Tuesday,65,$42.00,"$2,985.00",$99.00,"$2,886.00",$300.00,$779.77,"$1,806.23"
2019-10-23,Wednesday,78,$51.00,"$4,312.50",$32.70,"$4,279.80",$240.00,"$1,030.71","$3,009.09"
2019-10-24,Thursday,100,$184.00,"$4,776.00",$71.67,"$4,704.33",$210.00,"$1,272.83","$3,221.50"
2019-10-25,Friday,119,$208.00,"$6,437.00",$0.00,"$6,437.00",$66.00,"$1,345.83","$5,025.17"
2019-10-26,Saturday,148,$348.00,"$8,573.00",$0.00,"$8,573.00",$72.00,"$1,505.54","$6,995.46"
2019-10-27,Sunday,88,$78.50,"$4,407.50",$0.00,"$4,407.50",$0.00,"$1,122.00","$3,285.50"
2019-10-28,Monday,43,$51.00,"$2,266.50",$11.50,"$2,255.00",$12.00,"$1,199.51","$1,043.49"
2019-10-29,Tuesday,62,$44.00,"$3,037.00",$11.00,"$3,026.00",$0.00,$774.37,"$2,251.63"
2019-10-30,Wednesday,70,$13.00,"$3,300.00",$47.00,"$3,253.00",$0.00,$781.85,"$2,471.15"
2019-10-31,Thursday,78,$165.00,"$3,153.00",$15.50,"$3,137.50",$12.00,"$1,163.22","$1,962.28"
2019-11-01,Friday,114,$423.00,"$6,234.00",$31.00,"$6,203.00",$154.00,"$1,103.05","$4,945.95"
2019-11-02,Saturday,144,$320.00,"$8,020.00",$124.00,"$7,896.00",$262.00,"$1,283.44","$6,350.56"
2019-11-03,Sunday,80,$178.33,"$3,999.67",$7.00,"$3,992.67",$60.00,"$1,144.28","$2,788.39"
2019-11-04,Monday,52,$48.00,"$2,266.01",$11.00,"$2,255.01",$12.00,$892.29,"$1,350.72"
2019-11-05,Tuesday,67,$48.00,"$3,851.50",$0.00,"$3,851.50",$0.00,$937.81,"$2,913.69"
2019-11-06,Wednesday,71,$55.00,"$3,523.00",$11.50,"$3,511.50",$48.00,$878.69,"$2,584.81"
2019-11-07,Thursday,68,$111.00,"$4,169.00",$24.00,"$4,145.00",$12.00,$931.25,"$3,201.75"
2019-11-08,Friday,95,$84.00,"$4,859.00",$58.00,"$4,801.00",$194.00,$968.94,"$3,638.06"
2019-11-09,Saturday,151,$305.00,"$9,298.00",$42.50,"$9,255.50",$66.00,"$1,271.74","$7,917.76"
2019-11-10,Sunday,103,$179.00,"$5,847.00",$62.50,"$5,784.50",$160.00,"$1,101.49","$4,523.01"
2019-11-11,Monday,53,$45.00,"$2,941.00",$23.00,"$2,918.00",$24.00,$938.59,"$1,955.41"
2019-11-12,Tuesday,51,$71.00,"$2,744.00",$9.50,"$2,734.50",$24.00,$974.40,"$1,736.10"
2019-11-13,Wednesday,64,$26.00,"$3,934.50",$0.00,"$3,934.50",$254.00,"$1,257.37","$2,423.13"
2019-11-14,Thursday,89,$435.00,"$4,773.00",$23.00,"$4,750.00",$146.00,"$1,146.03","$3,457.97"
2019-11-15,Friday,124,$102.00,"$6,508.00",$20.20,"$6,487.80",$82.00,$944.43,"$5,461.37"
2019-11-16,Saturday,149,$419.00,"$8,742.00",$27.00,"$8,715.00",$108.00,"$1,476.45","$7,130.55"
2019-11-17,Sunday,98,$242.00,"$5,490.50",$31.00,"$5,459.50",$54.00,"$1,061.74","$4,343.76"
2019-11-18,Monday,51,$159.00,"$2,561.00",$94.76,"$2,466.24",$108.00,$828.50,"$1,529.74"
2019-11-19,Tuesday,53,$57.00,"$2,685.50",$15.50,"$2,670.00",$274.00,$810.12,"$1,585.88"
2019-11-20,Wednesday,68,$43.00,"$3,627.00",$0.00,"$3,627.00",$120.00,$846.47,"$2,660.53"
2019-11-21,Thursday,82,$143.00,"$4,658.00",$22.50,"$4,635.50",$140.00,"$1,166.44","$3,329.06"
2019-11-22,Friday,100,$187.00,"$5,646.50",$0.00,"$5,646.50",$348.00,"$1,350.80","$3,947.70"
2019-11-23,Saturday,112,$252.00,"$7,189.50",$0.00,"$7,189.50",$102.00,"$1,224.39","$5,863.11"
2019-11-24,Sunday,81,$122.00,"$3,647.00",$38.50,"$3,608.50",$12.00,"$1,028.41","$2,568.09"
2019-11-29,Friday,67,$117.00,"$3,874.00",$31.00,"$3,843.00",$0.00,"$1,206.32","$2,636.68"
2019-11-30,Saturday,88,$229.00,"$5,256.00",$35.00,"$5,221.00",$200.00,"$1,480.17","$3,540.83"
2019-12-01,Sunday,64,$71.00,"$3,640.00",$0.00,"$3,640.00",$54.00,"$1,064.25","$2,521.75"
2019-12-02,Monday,22,$56.00,"$1,057.00",$0.00,"$1,057.00",$0.00,"$1,024.07",$32.93
2019-12-03,Tuesday,45,$56.00,"$2,394.00",$0.00,"$2,394.00",$60.00,"$1,049.61","$1,284.39"
2019-12-04,Wednesday,48,$38.00,"$2,578.75",$0.00,"$2,578.75",$46.00,$864.86,"$1,667.89"
2019-12-05,Thursday,67,$71.00,"$3,167.00",$11.50,"$3,155.50",$0.00,"$1,224.29","$1,931.21"
2019-12-06,Friday,78,$28.00,"$4,458.50",$44.00,"$4,414.50",$36.00,"$1,476.25","$2,902.25"
2019-12-07,Saturday,126,$84.00,"$7,287.00",$0.00,"$7,287.00",$12.00,"$1,726.39","$5,548.61"
2019-12-08,Sunday,91,$160.00,"$5,436.00",$0.00,"$5,436.00",$48.00,"$1,111.07","$4,276.93"
2019-12-09,Monday,51,$992.00,"$3,945.71",$10.50,"$3,935.21",$0.00,"$1,315.33","$2,619.88"
2019-12-10,Tuesday,71,$0.00,"$3,865.00",$9.50,"$3,855.50",$618.00,"$1,546.55","$1,690.95"
2019-12-11,Wednesday,38,$21.00,"$2,843.10",$10.00,"$2,833.10",$24.00,$556.13,"$2,252.97"
2019-12-12,Thursday,72,$153.00,"$3,988.10",$22.50,"$3,965.60",$0.00,$870.17,"$3,095.43"
2019-12-13,Friday,82,$64.00,"$5,280.00",$55.50,"$5,224.50",$256.00,"$1,386.33","$3,582.17"
2019-12-14,Saturday,175,$401.00,"$9,159.50",$36.00,"$9,123.50",$442.00,"$1,578.07","$7,103.43"
2019-12-15,Sunday,94,$301.00,"$5,262.00",$3.50,"$5,258.50",$70.00,"$1,281.17","$3,907.33"
2019-12-16,Monday,61,$76.00,"$3,186.00",$23.50,"$3,162.50",$0.00,"$1,171.20","$1,991.30"
2019-12-17,Tuesday,59,$68.00,"$3,147.00",$0.00,"$3,147.00",$120.00,"$1,533.08","$1,493.92"
2019-12-18,Wednesday,59,$84.00,"$3,601.00",$22.00,"$3,579.00",$0.00,"$1,005.75","$2,573.25"
2019-12-19,Thursday,73,$140.00,"$4,287.00",$43.00,"$4,244.00",$104.00,"$1,019.48","$3,120.52"
2019-12-20,Friday,96,$53.00,"$6,059.00",$68.00,"$5,991.00",$0.00,"$1,365.48","$4,625.52"
2019-12-21,Saturday,116,$160.00,"$6,545.00",$18.30,"$6,526.70",$100.00,"$1,591.65","$4,835.05"
2019-12-22,Sunday,78,$151.00,"$4,268.00",$16.50,"$4,251.50",$12.00,"$1,278.56","$2,960.94"
2019-12-23,Monday,33,$35.00,"$2,319.00",$11.00,"$2,308.00",$54.00,"$1,299.43",$954.57
2019-12-24,Tuesday,38,$47.00,"$2,982.00",$0.00,"$2,982.00",$100.00,"$1,513.39","$1,368.61"
2019-12-25,Wednesday,61,$97.00,"$4,178.00",$26.64,"$4,151.36",$0.00,$965.35,"$3,186.01"
2019-12-26,Thursday,64,$178.00,"$4,920.00",$0.00,"$4,920.00",$12.00,"$1,066.75","$3,841.25"
2019-12-27,Friday,73,$16.00,"$4,998.00",$0.00,"$4,998.00",$92.00,"$1,255.65","$3,650.35"
2019-12-28,Saturday,92,$164.00,"$6,075.10",$22.00,"$6,053.10",$46.00,"$1,265.09","$4,742.01"
2019-12-29,Sunday,78,$184.00,"$4,869.00",$13.70,"$4,855.30",$12.00,"$1,376.26","$3,467.04"
2019-12-30,Monday,48,$119.00,"$2,846.00",$54.00,"$2,792.00",$128.00,"$1,058.34","$1,605.66"
2019-12-31,Tuesday,88,$198.00,"$5,986.00",$12.50,"$5,973.50",$0.00,"$1,235.10","$4,738.40"
REPORT SUMMARY (180 entries),"",14777,"$30,656.01","$801,264.70","$7,458.85","$793,805.85","$17,568.00","$212,753.41","$563,484.44"
